;; Experiment Time: Tue Nov 20 16:54:21 PST 2012
;; Number of Subjects Used: 7
;; Number of Matches Run: 41
;;
;; Table Name: Client Round Data
matchId,roundId,groupId,clientId,payoff,id,period.0.stillInitialView,period.0.riskyHoldings,period.0.safeHoldings,period.0.riskyPercent,period.0.safePercent,period.0.initialViewType,period.0.percentChoices.0,period.0.numSwitches,period.0.dragTimes.0,period.0.dragTimes.1,period.0.dragTimes.2,period.0.safeReturn,period.0.riskyReturn,period.0.riskyDraw,period.1.stillInitialView,period.1.riskyHoldings,period.1.safeHoldings,period.1.riskyPercent,period.1.safePercent,period.1.initialViewType,period.1.numSwitches,period.1.dragTimes.0,period.1.safeReturn,period.1.riskyReturn,period.1.riskyDraw,period.2.stillInitialView,period.2.riskyHoldings,period.2.safeHoldings,period.2.riskyPercent,period.2.safePercent,period.2.initialViewType,period.2.numSwitches,period.2.dragTimes.0,period.2.safeReturn,period.2.riskyReturn,period.2.riskyDraw,period.3.stillInitialView,period.3.riskyHoldings,period.3.safeHoldings,period.3.riskyPercent,period.3.safePercent,period.3.initialViewType,period.3.numSwitches,period.3.dragTimes.0,period.3.dragTimes.1,period.3.dragTimes.2,period.3.dragTimes.3,period.3.safeReturn,period.3.riskyReturn,period.3.riskyDraw,period.4.stillInitialView,period.4.riskyHoldings,period.4.safeHoldings,period.4.riskyPercent,period.4.safePercent,period.4.initialViewType,period.4.numSwitches,period.4.dragTimes.0,period.4.safeReturn,period.4.riskyReturn,period.4.riskyDraw,period.5.stillInitialView,period.5.riskyHoldings,period.5.safeHoldings,period.5.riskyPercent,period.5.safePercent,period.5.initialViewType,period.5.numSwitches,period.5.dragTimes.0,period.5.safeReturn,period.5.riskyReturn,period.5.riskyDraw,period.6.stillInitialView,period.6.riskyHoldings,period.6.safeHoldings,period.6.riskyPercent,period.6.safePercent,period.6.initialViewType,period.6.numSwitches,period.6.dragTimes.0,period.6.safeReturn,period.6.riskyReturn,period.6.riskyDraw,period.7.stillInitialView,period.7.riskyHoldings,period.7.safeHoldings,period.7.riskyPercent,period.7.safePercent,period.7.initialViewType,period.7.numSwitches,period.7.dragTimes.0,period.7.dragTimes.1,period.7.safeReturn,period.7.riskyReturn,period.7.riskyDraw,period.8.stillInitialView,period.8.riskyHoldings,period.8.safeHoldings,period.8.riskyPercent,period.8.safePercent,period.8.initialViewType,period.8.numSwitches,period.8.dragTimes.0,period.8.dragTimes.1,period.8.dragTimes.2,period.8.safeReturn,period.8.riskyReturn,period.8.riskyDraw,period.9.stillInitialView,period.9.riskyHoldings,period.9.safeHoldings,period.9.riskyPercent,period.9.safePercent,period.9.initialViewType,period.9.numSwitches,period.9.dragTimes.0,period.9.dragTimes.1,period.9.safeReturn,period.9.riskyReturn,period.9.riskyDraw,endOfPathHoldings,period.0.dragTimes.3,period.0.dragTimes.4,period.0.dragTimes.5,period.2.dragTimes.1,period.2.dragTimes.2,period.2.dragTimes.3,period.2.dragTimes.4,period.3.dragTimes.4,period.3.dragTimes.5,period.4.dragTimes.1,period.4.dragTimes.2,period.5.dragTimes.1,period.6.dragTimes.1,period.6.dragTimes.2,period.0.dollarChoices.0,period.1.dragTimes.1,period.1.dragTimes.2,period.9.dragTimes.2,period.5.dragTimes.2,period.7.dragTimes.2,period.1.percentChoices.0,period.4.dragTimes.3,period.4.dragTimes.4,period.0.dragTimes.6,period.0.dragTimes.7,period.8.dragTimes.3,period.8.dragTimes.4,period.0.dragTimes.8,period.9.dragTimes.3,period.7.dragTimes.3,period.5.dragTimes.3,period.8.dragTimes.5,period.8.dragTimes.6,period.9.dragTimes.4,period.9.dragTimes.5,period.6.dragTimes.3,period.2.dragTimes.5,period.1.dragTimes.3,period.7.dragTimes.4,period.7.dragTimes.5,period.7.dragTimes.6,period.7.dragTimes.7,period.1.dragTimes.4,period.6.dragTimes.4,period.5.dragTimes.4,period.3.dollarChoices.0,period.0.betTime,period.0.betResult,period.1.betTime,period.1.betResult,period.6.betTime,period.6.betResult,period.5.betTime,period.5.betResult,period.3.betTime,period.3.betResult,period.4.betTime,period.4.betResult,period.7.betTime,period.7.betResult,period.8.betTime,period.8.betResult,period.9.betTime,period.9.betResult,period.2.betTime,period.2.betResult,period.1.dragTimes.5,period.4.dragTimes.5,period.4.dragTimes.6,period.4.dragTimes.7,period.4.view.0.index,period.4.view.0.time,period.8.view.0.index,period.8.view.0.time,period.9.dragTimes.6,period.9.dragTimes.7,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer,questionRound.0.question.10.answer,
15,0,0,0,0.0,0,false,1.0909091,1.9090909,0.36363637,0.6363636,,1638,1,3401,4197,5460,0.057272725,-0.1440954,-0.13208745,false,0.33980098,2.5824873,0.11627907,0.8837209,percent,0,1310,0.07747462,0.15064088,0.44332087,false,0.4071483,2.78218,0.12765957,0.8723404,percent,0,1716,0.0834654,0.18460965,0.45342115,false,0.40850905,3.0978603,0.116504855,0.88349515,percent,0,1295,N/A,N/A,N/A,0.09293581,-0.101370454,-0.2481474,false,0.30665824,3.202875,0.08737864,0.9126214,percent,0,1186,0.09608624,0.20141411,0.6568032,false,0.37538826,3.5149994,0.096491225,0.9035088,percent,0,1404,0.10544998,0.0984308,0.26221064,false,0.40744254,3.7009363,0.09917355,0.90082645,percent,0,1747,0.11102809,-0.15306549,-0.3756738,false,0.34098393,3.750823,0.083333336,0.9166667,percent,0,1747,N/A,0.11252469,0.16046458,0.47059283,false,0.37308985,4.036154,0.08461539,0.91538465,percent,0,2060,4400,N/A,0.12108461,-0.19862723,-0.53238446,false,0.40709934,3.9692187,0.093023255,0.90697676,percent,0,1607,4836,0.11907656,-0.3628472,-0.89129895,4.255256,N/A,N/A,N/A,2886,N/A,N/A,N/A,N/A,N/A,1763,N/A,N/A,3229,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,1,0.0,1,false,2.3863637,0.61363626,0.79545456,0.20454542,,1794,1,2527,N/A,N/A,0.018409086,-0.3152087,-0.13208745,false,2.042348,0.6807828,0.74999994,0.25000003,percent,0,2465,0.020423483,0.9054155,0.44332087,false,2.9632835,0.9196396,0.7631579,0.23684208,percent,0,1545,0.027589187,1.3436154,0.45342115,false,2.5325215,3.0779874,0.4513889,0.5486111,percent,0,1622,4633,N/A,N/A,0.09233962,-0.6284386,-0.2481474,false,2.2829514,2.8633628,0.44360903,0.556391,percent,0,1607,0.08590088,1.4994497,0.6568032,false,3.6177504,3.734452,0.4920635,0.5079365,percent,0,1279,0.11203356,0.94861263,0.26221064,false,4.235561,4.3132777,0.49545455,0.50454545,percent,0,1498,0.12939833,-1.5911893,-0.3756738,false,2.4894884,4.8622828,0.3386243,0.6613757,percent,0,1747,2964,0.14586848,1.1715354,0.47059283,false,3.7602887,5.2333913,0.41810346,0.58189654,percent,0,1904,3354,N/A,0.15700173,-2.0019193,-0.53238446,false,2.4035902,5.1948566,0.31632653,0.6836735,percent,0,1888,N/A,0.1558457,-2.1423175,-0.89129895,6.336469,N/A,N/A,N/A,6069,N/A,N/A,N/A,N/A,N/A,5507,N/A,4024,2449,5835,N/A,3994,N/A,N/A,N/A,3962,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,2,0.0,2,false,1.8068182,1.1931818,0.60227275,0.39772725,,N/A,1,4446,5335,N/A,0.03579545,-0.23865803,-0.13208745,false,1.1181147,1.694113,0.3975904,0.6024096,dollar,0,1544,0.05082339,0.49568358,0.44332087,false,1.3541033,2.1327128,0.3883495,0.6116505,dollar,0,1419,0.063981384,0.6139791,0.45342115,false,1.499336,2.8282926,0.3464567,0.6535433,dollar,0,1202,N/A,N/A,N/A,0.08484878,-0.37205634,-0.2481474,false,1.4630716,2.619919,0.35833332,0.6416667,dollar,0,1279,0.07859757,0.9609501,0.6568032,false,1.8059986,3.7142231,0.3271605,0.67283946,dollar,0,1498,0.11142669,0.47355205,0.26221064,false,1.661985,4.511102,0.26923078,0.7307692,dollar,0,1622,0.13533306,-0.62436426,-0.3756738,false,0.57879305,5.2091374,0.1,0.9,dollar,0,1450,3198,0.15627412,0.27237585,0.47059283,false,1.1563724,5.135654,0.18378378,0.8162162,dollar,0,1576,N/A,N/A,0.15406962,-0.6156347,-0.53238446,false,0.881747,5.087002,0.14772727,0.8522727,dollar,0,1404,N/A,0.15261005,-0.7859002,-0.89129895,5.601236,N/A,N/A,N/A,2121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3089,N/A,N/A,3151,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,3,0.0,3,false,1.8068182,1.1931818,0.60227275,0.39772725,,2605,1,5444,N/A,N/A,0.03579545,-0.23865803,-0.13208745,false,1.4908196,1.3214082,0.5301205,0.4698795,percent,0,1575,0.039642245,0.66091144,0.44332087,false,2.1146343,1.5689223,0.5740741,0.42592594,percent,0,1950,0.04706767,0.95881987,0.45342115,false,3.1367316,1.8070302,0.63448274,0.36551726,percent,0,1919,N/A,N/A,N/A,0.054210905,-0.7783718,-0.2481474,false,2.2052197,2.1034403,0.511811,0.48818895,percent,0,1264,0.06310321,1.4483954,0.6568032,false,3.9740186,2.4455495,0.61904764,0.38095233,percent,0,1622,0.073366486,1.04203,0.26221064,false,5.0662284,2.6181178,0.65929204,0.34070796,percent,0,1264,0.07854353,-1.9032493,-0.3756738,false,3.6311097,2.5451703,0.5879121,0.41208792,percent,0,1185,N/A,0.07635511,1.7087742,0.47059283,false,6.0199447,2.4147801,0.71370965,0.28629032,percent,0,3198,3822,4258,0.0724434,-3.204925,-0.53238446,false,3.198206,2.823948,0.53107345,0.46892655,percent,0,2184,2980,0.084718436,-2.8505576,-0.89129895,4.220323,N/A,N/A,N/A,2668,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2137,3448,4041,N/A,N/A,N/A,5132,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,4,0.0,4,false,0.375,2.625,0.125,0.875,,N/A,1,3417,6646,N/A,0.07875,-0.049532793,-0.13208745,false,0.8177121,2.214637,0.26966292,0.7303371,dollar,0,1560,0.06643911,0.36250886,0.44332087,false,1.1511322,2.4038348,0.32380953,0.67619044,dollar,0,1264,0.07211504,0.5219477,0.45342115,false,1.1909643,3.096507,0.2777778,0.7222222,dollar,0,1404,4149,N/A,N/A,0.09289521,-0.2955347,-0.2481474,false,1.0892286,3.0294175,0.2644628,0.73553723,dollar,0,1498,0.090882525,0.71540886,0.6568032,false,1.4578131,3.7631917,0.2792208,0.7207792,dollar,0,1155,0.11289575,0.38225412,0.26221064,false,1.5954989,4.175454,0.2764706,0.7235294,dollar,0,1170,0.12526362,-0.59938717,-0.3756738,false,1.0521572,4.344391,0.19496855,0.8050314,dollar,0,1029,4976,0.13033172,0.4951376,0.47059283,false,1.5993414,4.5598245,0.2596685,0.7403315,dollar,0,1357,3323,N/A,0.13679473,-0.8514645,-0.53238446,false,1.765418,3.8703394,0.31325302,0.68674695,dollar,0,1435,2745,0.116110176,-1.5735153,-0.89129895,4.7104874,N/A,N/A,N/A,3479,N/A,N/A,N/A,N/A,N/A,3027,N/A,4166,3744,N/A,2496,3525,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,5,0.0,5,false,1.8068182,1.1931818,0.60227275,0.39772725,,1294,1,1794,8034,N/A,0.03579545,-0.23865803,-0.13208745,false,0.5759984,2.2362294,0.20481926,0.7951808,percent,0,1185,0.06708688,0.2553521,0.44332087,false,2.2472637,0.95338464,0.70212764,0.29787236,percent,0,1014,0.028601538,1.0189569,0.45342115,false,2.5819862,1.9364893,0.5714286,0.4285714,percent,0,1060,N/A,N/A,N/A,0.05809468,-0.64071316,-0.2481474,false,0.8154235,3.1937423,0.20338982,0.7966102,percent,0,1263,0.09581227,0.53557277,0.6568032,false,1.4620583,3.4001358,0.3006993,0.6993007,percent,0,1529,0.10200407,0.38336724,0.26221064,false,1.3251473,4.0773764,0.24528302,0.754717,percent,0,842,0.122321285,-0.49782312,-0.3756738,false,0.034065627,5.075778,0.006666667,0.99333334,percent,0,826,6271,0.15227334,0.01603104,0.47059283,false,0.8179492,4.464639,0.15483871,0.84516126,percent,0,936,1513,5132,0.13393918,-0.43546343,-0.53238446,false,2.965521,2.1133597,0.58389264,0.41610736,percent,0,905,1357,0.06340079,-2.6431658,-0.89129895,3.3929877,N/A,N/A,N/A,5195,N/A,N/A,N/A,N/A,N/A,6318,N/A,4493,N/A,N/A,N/A,4758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
15,0,0,6,0.0,6,false,1.5,1.5,0.5,0.5,,2028,1,2652,10249,N/A,0.044999998,-0.19813117,-0.13208745,false,1.0552534,1.8041431,0.36904758,0.6309524,percent,0,1420,0.054124292,0.46781585,0.44332087,false,0.7820485,2.7201688,0.22330098,0.77669907,percent,0,1030,0.08160506,0.35459733,0.45342115,false,0.8132719,3.219201,0.20168068,0.7983193,percent,0,952,N/A,N/A,N/A,0.09657603,-0.2018113,-0.2481474,false,1.0216366,2.9286919,0.25862068,0.7413793,percent,0,1123,0.087860756,0.6710142,0.6568032,false,1.2891302,3.6977682,0.2585034,0.7414966,percent,0,1045,0.11093304,0.33802366,0.26221064,false,1.26037,4.2239428,0.22981365,0.7701863,percent,0,718,0.12671828,-0.473488,-0.3756738,false,0.94842124,4.2678957,0.18181819,0.8181819,percent,0,1310,N/A,0.12803687,0.44632024,0.47059283,false,1.0876875,4.8266134,0.18390805,0.81609195,percent,0,1638,2184,5647,0.1447984,-0.5790679,-0.53238446,false,1.3260248,4.2840805,0.23636362,0.7636364,percent,0,780,4399,0.12852241,-1.1818845,-0.89129895,4.9564357,N/A,N/A,N/A,3027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5366,N/A,N/A,N/A,5195,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
16,0,0,0,0.0,0,false,1.2613636,1.7386364,0.42045453,0.57954544,,2231,1,3089,4275,N/A,0.05215909,0.16193563,0.1283814,false,0.9505112,2.2744377,0.29473683,0.7052632,percent,0,2137,0.068233125,0.1101793,0.115915835,false,0.7161002,2.6939008,0.21,0.79,percent,0,1014,0.08081702,-0.56400657,-0.78760844,false,2.9982803,0.1022141,0.96703297,0.03296703,percent,0,1856,5616,N/A,N/A,0.0030664229,-0.020958997,-0.0069903396,false,0.37263104,2.710044,0.12087912,0.8791209,percent,0,1841,0.08130132,-0.08868487,-0.23799646,false,0.27121362,2.8138413,0.08791209,0.9120879,percent,0,1592,0.08441524,-0.35349065,-1.3033662,false,0.27328023,2.6986423,0.09195403,0.908046,percent,0,1451,0.08095927,0.08799645,0.3220008,false,0.3054868,2.85121,0.09677419,0.9032258,percent,0,2028,N/A,0.0855363,-0.013258317,-0.04340062,false,0.23794536,2.9913132,0.07368421,0.9263158,percent,0,1451,N/A,N/A,0.0897394,0.11631903,0.48884764,false,0.17004938,3.2989578,0.04901961,0.95098037,percent,0,1887,N/A,0.09896873,0.009525947,0.05601871,3.5777738,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3822,4181,N/A,N/A,6130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
16,0,0,1,1.3081353,1,false,2.3863637,0.61363626,0.79545456,0.20454542,,1591,1,2434,N/A,N/A,0.018409086,0.30636472,0.1283814,false,2.799136,0.54617286,0.8367347,0.1632653,percent,0,1528,0.016385185,0.32446417,0.115915835,false,3.297743,0.40796828,0.88990825,0.11009176,percent,0,1092,0.012239048,-2.5973303,-0.78760844,false,1.5161483,0.40430617,0.7894737,0.2105263,percent,0,1732,2262,N/A,N/A,0.012129185,-0.010598391,-0.0069903396,false,1.5173861,0.40463614,0.7894738,0.21052626,percent,0,1654,0.012139084,-0.3611325,-0.23799646,false,1.3039557,0.30883157,0.80851066,0.19148934,percent,0,874,0.009264947,-1.6995317,-1.3033662,false,0.53781736,0.13445431,0.8,0.19999996,percent,0,1389,0.0040336293,0.17317761,0.3220008,false,0.6773958,0.2032187,0.7692308,0.23076919,percent,0,1794,3790,0.006096561,-0.029399399,-0.04340062,false,0.6177172,0.24022329,0.72,0.27999994,percent,0,1279,N/A,N/A,0.0072066984,0.3019696,0.48884764,false,0.57642794,0.67815053,0.45945945,0.5405406,percent,0,1918,4820,0.020344516,0.03229075,0.05601871,1.3081353,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3775,5928,N/A,2434,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
16,0,0,2,0.0,2,false,1.3977273,1.6022727,0.4659091,0.53409094,,N/A,1,2605,3947,N/A,0.04806818,0.17944218,0.1283814,false,1.2617148,1.9778234,0.38947368,0.6105263,dollar,0,2231,0.0593347,0.14625272,0.115915835,false,1.1174511,2.3364882,0.32352942,0.6764705,dollar,0,1623,0.070094645,-0.8801139,-0.78760844,false,0.5084209,2.4065256,0.1744186,0.8255814,dollar,0,1513,N/A,N/A,N/A,0.07219577,-0.0035540347,-0.0069903396,false,0.47466373,2.508937,0.1590909,0.84090906,dollar,0,1326,0.075268105,-0.11296829,-0.23799646,false,0.30603492,2.6523027,0.10344828,0.8965518,dollar,0,1420,0.07956908,-0.39887556,-1.3033662,false,0.54264975,2.272346,0.19277108,0.8072289,dollar,0,1981,0.068170376,0.17473365,0.3220008,false,0.57712406,2.512187,0.18681319,0.81318676,dollar,0,1638,N/A,0.07536561,-0.02504754,-0.04340062,false,0.54611564,2.5940492,0.17391305,0.82608694,dollar,0,1950,N/A,N/A,0.07782148,0.26696736,0.48884764,false,1.1874259,2.3748515,0.33333334,0.6666666,dollar,0,1560,2278,0.07124554,0.06651807,0.05601871,3.701939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2278,3994,N/A,1809,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
16,0,0,3,0.0,3,false,1.8409091,1.1590909,0.6136364,0.38636363,,1326,1,2418,2917,3416,0.034772724,0.2363385,0.1283814,false,2.8464332,0.44051933,0.86597943,0.1340206,percent,0,1108,0.01321558,0.32994667,0.115915835,false,2.4560738,1.1939247,0.6728972,0.32710278,percent,0,1466,0.03581774,-1.9344244,-0.78760844,false,1.2925991,1.0544888,0.5507246,0.44927537,percent,0,1201,N/A,N/A,N/A,0.031634662,-0.0090357065,-0.0069903396,false,1.2864186,1.0832998,0.54285717,0.45714283,percent,0,1357,0.032498993,-0.30616307,-0.23799646,false,1.8593149,0.27044582,0.8730159,0.12698413,percent,0,2901,0.008113375,-2.4233682,-1.3033662,false,0.51102966,0.2725491,0.65217394,0.34782603,percent,0,1357,0.008176473,0.16455196,0.3220008,false,0.5439383,0.44194984,0.55172414,0.44827586,percent,0,2262,2839,0.013258495,-0.023607258,-0.04340062,false,0.4711938,0.5048505,0.4827586,0.51724136,percent,0,1638,N/A,N/A,0.015145515,0.23034197,0.48884764,false,0.67802507,0.6102225,0.5263158,0.4736842,percent,0,1529,2325,0.018306674,0.03798209,0.05601871,1.3456204,3838,N/A,N/A,3213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3307,N/A,N/A,N/A,1576,3276,N/A,3572,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3776,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
16,0,0,4,0.0,4,false,0.3409091,2.659091,0.11363637,0.8863637,,N/A,1,2652,5553,N/A,0.079772726,0.043766387,0.1283814,false,0.84958494,2.276888,0.27173913,0.72826093,dollar,0,1295,0.06830663,0.098480344,0.115915835,false,1.088394,2.2108006,0.3298969,0.67010313,dollar,0,1279,0.06632402,-0.85722834,-0.78760844,false,0.7775877,1.9946816,0.2804878,0.7195122,dollar,0,1638,3104,N/A,N/A,0.05984045,-0.0054356023,-0.0069903396,false,0.54490465,2.2817883,0.19277108,0.8072289,dollar,0,1731,0.06845365,-0.12968537,-0.23799646,false,0.94917905,1.8305596,0.34146342,0.6585366,dollar,0,1061,0.054916788,-1.2371279,-1.3033662,false,1.1226751,1.0206136,0.52380955,0.47619045,dollar,0,1373,0.030618405,0.36150226,0.3220008,false,1.6210257,0.97936976,0.6233766,0.3766234,dollar,0,1139,2122,0.029381093,-0.070353515,-0.04340062,false,1.8438681,0.71705973,0.72,0.27999997,dollar,0,1061,2325,N/A,0.021511791,0.9013706,0.48884764,false,2.3490617,1.3958194,0.6272727,0.3727273,dollar,0,1435,3151,0.04187458,0.13159141,0.05601871,3.9221025,N/A,N/A,N/A,2855,N/A,N/A,N/A,N/A,N/A,3198,N/A,2106,2683,N/A,1638,2574,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
