;; Experiment Time: Fri Nov 16 11:53:50 PST 2012
;; Number of Subjects Used: 7
;; Number of Matches Run: 41
;;
;; Table Name: Client Round Data
matchId,roundId,groupId,clientId,payoff,id,period.0.stillInitialView,period.0.riskyHoldings,period.0.safeHoldings,period.0.riskyPercent,period.0.safePercent,period.0.initialViewType,period.0.dollarChoices.0,period.0.numSwitches,period.0.dragTimes.0,period.0.dragTimes.1,period.0.safeReturn,period.0.riskyReturn,period.0.riskyDraw,period.1.stillInitialView,period.1.riskyHoldings,period.1.safeHoldings,period.1.riskyPercent,period.1.safePercent,period.1.initialViewType,period.1.numSwitches,period.1.dragTimes.0,period.1.safeReturn,period.1.riskyReturn,period.1.riskyDraw,period.2.stillInitialView,period.2.riskyHoldings,period.2.safeHoldings,period.2.riskyPercent,period.2.safePercent,period.2.initialViewType,period.2.numSwitches,period.2.dragTimes.0,period.2.dragTimes.1,period.2.safeReturn,period.2.riskyReturn,period.2.riskyDraw,period.3.stillInitialView,period.3.riskyHoldings,period.3.safeHoldings,period.3.riskyPercent,period.3.safePercent,period.3.initialViewType,period.3.numSwitches,period.3.dragTimes.0,period.3.dragTimes.1,period.3.safeReturn,period.3.riskyReturn,period.3.riskyDraw,period.4.stillInitialView,period.4.riskyHoldings,period.4.safeHoldings,period.4.riskyPercent,period.4.safePercent,period.4.initialViewType,period.4.numSwitches,period.4.dragTimes.0,period.4.safeReturn,period.4.riskyReturn,period.4.riskyDraw,period.5.stillInitialView,period.5.riskyHoldings,period.5.safeHoldings,period.5.riskyPercent,period.5.safePercent,period.5.initialViewType,period.5.numSwitches,period.5.dragTimes.0,period.5.safeReturn,period.5.riskyReturn,period.5.riskyDraw,period.6.stillInitialView,period.6.riskyHoldings,period.6.safeHoldings,period.6.riskyPercent,period.6.safePercent,period.6.initialViewType,period.6.numSwitches,period.6.dragTimes.0,period.6.safeReturn,period.6.riskyReturn,period.6.riskyDraw,period.7.stillInitialView,period.7.riskyHoldings,period.7.safeHoldings,period.7.riskyPercent,period.7.safePercent,period.7.initialViewType,period.7.numSwitches,period.7.dragTimes.0,period.7.safeReturn,period.7.riskyReturn,period.7.riskyDraw,period.8.stillInitialView,period.8.riskyHoldings,period.8.safeHoldings,period.8.riskyPercent,period.8.safePercent,period.8.initialViewType,period.8.numSwitches,period.8.dragTimes.0,period.8.safeReturn,period.8.riskyReturn,period.8.riskyDraw,period.9.stillInitialView,period.9.riskyHoldings,period.9.safeHoldings,period.9.riskyPercent,period.9.safePercent,period.9.initialViewType,period.9.numSwitches,period.9.dragTimes.0,period.9.safeReturn,period.9.riskyReturn,period.9.riskyDraw,endOfPathHoldings,period.0.percentChoices.0,period.0.dragTimes.2,period.0.dragTimes.3,period.0.dragTimes.4,period.0.dragTimes.5,period.1.dragTimes.1,period.1.dragTimes.2,period.2.dragTimes.2,period.3.dragTimes.2,period.4.dragTimes.1,period.5.dragTimes.1,period.6.dragTimes.1,period.7.dollarChoices.0,period.7.dragTimes.1,period.8.dragTimes.1,period.9.dragTimes.1,period.9.dragTimes.2,period.4.dragTimes.2,period.7.dragTimes.2,period.6.percentChoices.0,period.6.dollarChoices.0,period.9.dragTimes.3,period.0.dragTimes.6,period.0.dragTimes.7,period.2.dragTimes.3,period.2.dragTimes.4,period.3.dragTimes.3,period.4.dragTimes.3,period.4.dragTimes.4,period.4.dragTimes.5,period.5.dragTimes.2,period.6.dragTimes.2,period.6.dragTimes.3,period.6.dragTimes.4,period.6.dragTimes.5,period.6.dragTimes.6,period.8.dragTimes.2,period.8.dragTimes.3,period.9.dragTimes.4,period.9.dragTimes.5,period.9.dragTimes.6,period.9.dragTimes.7,period.9.dragTimes.8,period.9.dragTimes.9,period.5.percentChoices.0,period.5.dollarChoices.0,period.1.dragTimes.3,period.1.dragTimes.4,period.1.dragTimes.5,period.3.percentChoices.0,period.4.dollarChoices.0,period.5.dragTimes.3,period.5.dragTimes.4,period.0.percentChoices.1,period.0.dollarChoices.1,period.7.dragTimes.3,period.1.percentChoices.0,period.2.percentChoices.0,period.9.dollarChoices.0,period.4.dragTimes.6,period.0.dragTimes.8,period.1.dollarChoices.0,period.8.dragTimes.4,period.8.dragTimes.5,period.3.dragTimes.4,period.3.dollarChoices.0,period.3.percentChoices.1,period.3.dollarChoices.1,period.4.percentChoices.0,period.6.percentChoices.1,period.7.percentChoices.0,period.7.dragTimes.4,period.1.betTime,period.1.betResult,period.0.betTime,period.0.betResult,period.9.betTime,period.9.betResult,period.5.betTime,period.5.betResult,period.8.betTime,period.8.betResult,period.4.betTime,period.4.betResult,period.7.dragTimes.5,period.7.dragTimes.6,period.7.dragTimes.7,period.3.betTime,period.3.betResult,period.0.dragTimes.9,period.1.dragTimes.6,period.1.dragTimes.7,period.2.dollarChoices.0,period.6.betTime,period.6.betResult,period.3.dragTimes.5,period.4.percentChoices.1,period.4.dollarChoices.1,period.7.percentChoices.1,period.8.dragTimes.6,period.8.dragTimes.7,period.8.dragTimes.8,period.8.dragTimes.9,period.2.betTime,period.2.betResult,period.7.betTime,period.7.betResult,period.4.view.0.index,period.4.view.0.time,period.5.dragTimes.5,period.5.dragTimes.6,period.5.dragTimes.7,period.5.dragTimes.8,period.8.view.0.index,period.8.view.0.time,period.1.dragTimes.8,questionRound.0.question.0.answer,questionRound.0.question.1.answer,questionRound.0.question.2.answer,questionRound.0.question.3.answer,questionRound.0.question.4.answer,questionRound.0.question.5.answer,questionRound.0.question.6.answer,questionRound.0.question.7.answer,questionRound.0.question.8.answer,questionRound.0.question.9.answer,questionRound.0.question.10.answer,
9,0,0,3,0.0,3,false,1.4659091,1.5340909,0.48863637,0.5113636,,3619,1,2356,2605,0.046022724,0.3273698,0.22332203,false,1.6722853,1.7405417,0.49,0.51,dollar,0,1435,0.05221625,1.2618455,0.7545635,false,2.2869678,3.062211,0.42753622,0.57246375,dollar,0,1388,1747,0.09186633,-0.71180654,-0.31124467,false,2.2588944,2.570466,0.46774194,0.53225803,dollar,0,1560,1748,0.07711398,0.32251537,0.14277576,false,2.4125576,2.840592,0.45925927,0.5407407,dollar,0,1685,0.08521776,1.0998404,0.4558815,false,2.9573104,3.774462,0.43930635,0.5606936,dollar,0,1685,0.11323386,-0.050044425,-0.016922276,false,3.1064606,3.688922,0.45714286,0.54285717,dollar,0,1560,0.11066765,-1.6663622,-0.53641826,false,2.5951502,3.0212195,0.46206897,0.537931,dollar,0,1077,0.09063658,-0.21465221,-0.08271283,false,3.0216715,2.4793203,0.5492958,0.45070422,dollar,0,1045,0.07437961,1.6115836,0.53334177,false,2.918371,4.786128,0.37878788,0.62121207,dollar,0,1622,0.14358383,-0.51874185,-0.17775048,7.37283,N/A,4508,4696,N/A,N/A,1638,2075,4618,3635,2325,1857,1763,N/A,1342,5116,4602,N/A,2528,4087,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5476,N/A,N/A,3074,6583,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3307,5975,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
9,0,0,4,0.0,4,false,0.92045456,2.0795455,0.3068182,0.6931818,,3744,3,1544,2012,0.062386364,0.20555778,0.22332203,false,2.308288,0.9844172,0.7010309,0.29896912,percent,0,1794,0.029532515,1.74175,0.7545635,false,0.522613,5.400334,0.0882353,0.9117647,percent,0,1607,5819,0.16201001,-0.16266051,-0.31124467,false,3.2348752,2.710301,0.5441176,0.45588237,percent,0,1045,5523,0.08130903,0.46186176,0.14277576,false,6.128942,0.3940034,0.9395973,0.06040268,percent,0,967,0.011820101,2.7940712,0.4558815,false,3.584239,6.4903793,0.35576922,0.6442308,percent,0,1092,0.19471137,-0.06065348,-0.016922276,false,7.243661,2.9655256,0.7095238,0.2904762,percent,0,1404,0.088965766,-3.885632,-0.53641826,false,6.4159646,0.87490416,0.88,0.11999999,percent,0,1076,0.026247123,-0.53068256,-0.08271283,false,6.8077874,0.0,1.0,0.0,percent,0,1638,0.0,3.6308773,0.53334177,false,10.827803,0.7768831,0.9330544,0.06694564,percent,0,920,0.023306493,-1.9246472,-0.17775048,9.864698,2902,4399,4774,N/A,N/A,N/A,N/A,N/A,N/A,4960,1404,N/A,N/A,2309,1904,5897,N/A,N/A,3900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6427,N/A,N/A,N/A,N/A,N/A,2184,3027,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6068,N/A,4337,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
9,0,0,5,0.0,5,false,1.5,1.5,0.5,0.5,,2386,1,3010,8845,0.044999998,0.33498305,0.22332203,false,1.6593704,1.7609644,0.48514852,0.51485145,dollar,0,873,0.05282893,1.2521003,0.7545635,false,2.671374,2.671374,0.5,0.5,dollar,0,1061,3042,0.080141224,-0.83145094,-0.31124467,false,2.02344,2.6849494,0.42975202,0.57024795,dollar,0,982,N/A,0.08054848,0.28889817,0.14277576,false,1.7517289,3.3477483,0.34351146,0.65648854,dollar,0,982,0.10043245,0.7985808,0.4558815,false,2.3681893,3.8434548,0.38125,0.61875,dollar,0,1014,0.11530364,-0.040075153,-0.016922276,false,1.7464473,4.540763,0.2777778,0.72222227,dollar,0,1139,0.13622288,-0.9368262,-0.53641826,false,4.4966784,1.2016983,0.78911567,0.21088432,dollar,0,1154,0.03605095,-0.37193298,-0.08271283,false,3.3901386,1.9873223,0.6304348,0.3695652,dollar,0,1123,0.05961967,1.8081025,0.53334177,false,5.733782,2.0920553,0.7326733,0.2673267,dollar,0,1419,0.06276166,-1.0191824,-0.17775048,6.9548597,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5288,5179,3308,N/A,4259,N/A,5491,N/A,N/A,5382,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6630,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
9,0,0,6,0.0,6,false,1.8068182,1.1931818,0.60227275,0.39772725,,1748,3,2450,5804,0.03579545,0.40350232,0.22332203,false,2.1333776,1.3545256,0.61165047,0.38834953,percent,0,795,0.040635765,1.6097689,0.7545635,false,3.8820882,2.0500913,0.6544118,0.3455882,percent,0,967,2403,0.061502736,-1.2082793,-0.31124467,false,3.1135437,1.8418143,0.6283186,0.37168136,percent,0,905,6365,0.055254426,0.44453856,0.14277576,false,3.6589677,1.8294837,0.6666667,0.3333333,percent,0,967,0.054884512,1.6680558,0.4558815,false,5.381511,2.2751107,0.70285714,0.2971429,percent,0,905,0.06825332,-0.09106742,-0.016922276,false,5.2351365,2.3994374,0.6857143,0.3142857,percent,0,1061,0.07198312,-2.8082228,-0.53641826,false,3.6597102,1.8734233,0.6614173,0.33858272,percent,0,936,0.0562027,-0.302705,-0.08271283,false,3.5909305,1.7078815,0.677686,0.32231402,percent,0,1123,0.051236443,1.9151932,0.53334177,false,5.8226566,2.0576305,0.73888886,0.2611111,percent,0,967,0.061728913,-1.03498,-0.17775048,6.993804,1451,10515,N/A,N/A,N/A,3073,6349,N/A,N/A,2870,3526,4712,N/A,5070,1575,3588,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5990,6879,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2028,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,0,0.0,0,false,3.0,0.0,1.0,0.0,,2309,1,2933,6209,0.0,1.3138247,0.43794155,false,2.130582,2.5179608,0.4583333,0.5416667,dollar,0,998,0.07553882,-0.095401,-0.044776965,false,2.0624504,2.5683346,0.44537815,0.5546219,dollar,0,858,6614,0.07705004,1.1279681,0.54690677,false,3.0170941,3.1919985,0.48591545,0.5140845,dollar,0,1217,4118,0.09575995,-1.5634332,-0.5181917,false,2.5423646,2.5423646,0.5,0.5,dollar,0,795,0.07627094,1.7108864,0.6729508,false,4.9804254,2.6212764,0.6551724,0.34482756,dollar,0,936,0.07863829,0.88555384,0.17780687,false,5.4605455,3.1889582,0.63131315,0.36868683,dollar,0,998,0.09566874,0.2589875,0.04742887,false,5.9048734,3.1055264,0.6553398,0.34466022,dollar,0,1045,0.09316579,1.945941,0.3295483,false,4.021378,7.387096,0.35249045,0.6475096,dollar,0,1482,0.22161287,-1.5951347,-0.39666373,false,5.2877655,5.0255623,0.5127119,0.48728815,dollar,0,1623,0.15076686,7.956804,1.5047573,28.987457,N/A,N/A,N/A,N/A,N/A,1981,6006,N/A,6599,5335,7005,4648,N/A,6178,6147,5601,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,1,0.0,1,false,2.1477273,0.85227275,0.71590906,0.2840909,,5834,2,2278,4649,0.025568182,0.940579,0.43794155,false,3.1543314,1.0514438,0.75,0.25,dollar,0,764,0.031543314,-0.14124139,-0.044776965,false,2.5909991,1.5081935,0.6320755,0.3679245,dollar,0,889,2699,0.045245804,1.417035,0.54690677,false,4.3574696,1.672957,0.7225807,0.27741933,dollar,0,1216,4134,0.050188705,-2.2580044,-0.5181917,false,3.5403423,0.77809715,0.8198198,0.18018016,dollar,0,1014,0.023342915,2.3824763,0.6729508,false,5.4845138,2.2560415,0.7085427,0.29145733,dollar,0,1139,0.067681246,0.9751842,0.17780687,false,7.3251886,1.5503044,0.8253275,0.17467248,dollar,0,1482,0.04650913,0.3474254,0.04742887,false,6.793367,2.4844317,0.73221755,0.26778245,dollar,0,936,0.07453295,2.2387426,0.3295483,false,9.86741,2.1366444,0.82200646,0.17799357,dollar,0,936,0.06409933,-3.9140434,-0.39666373,false,7.558106,1.2790637,0.8552632,0.14473681,dollar,0,967,0.03837191,11.373115,1.5047573,35.352043,1732,N/A,N/A,N/A,N/A,3276,N/A,N/A,N/A,2418,3495,4384,N/A,3479,2948,2230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,2,0.0,2,false,1.5,1.5,0.5,0.5,,N/A,1,2012,5398,0.044999998,0.6569123,0.43794155,false,1.9346356,1.9346356,0.5,0.5,percent,0,858,0.05803907,-0.08662711,-0.044776965,false,1.9382995,1.9042946,0.50442475,0.49557528,percent,0,702,N/A,0.057128835,1.0600691,0.54690677,false,2.7233903,2.5872204,0.51282054,0.48717946,percent,0,1217,4056,0.07761661,-1.4112383,-0.5181917,false,2.1434395,2.1434395,0.5,0.5,percent,0,1264,0.06430318,1.4424293,0.6729508,false,2.577128,3.8317828,0.40211636,0.59788364,percent,0,1061,0.11495348,0.45823106,0.17780687,false,2.8169315,4.2084274,0.4009662,0.5990338,percent,0,905,0.12625282,0.13360387,0.04742887,false,2.928997,4.3594375,0.40186915,0.5981308,percent,0,921,0.13078313,0.965246,0.3295483,false,2.5823483,5.9801745,0.3015873,0.69841266,percent,0,796,0.17940523,-1.0243239,-0.39666373,false,2.3484876,5.5478764,0.2974138,0.7025862,percent,0,889,0.16643628,3.5339038,1.5047573,16.289696,1342,N/A,N/A,N/A,N/A,3994,N/A,N/A,N/A,3292,3386,1451,N/A,2808,2590,3432,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2028,3728,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,3,0.0,3,false,1.9772727,1.0227273,0.65909094,0.3409091,,2060,1,2684,2840,0.030681817,0.8659299,0.43794155,false,2.175136,1.9420857,0.5283019,0.4716981,dollar,0,1482,0.05826257,-0.097395994,-0.044776965,false,1.4377977,2.642439,0.35238096,0.64761907,dollar,1,2075,2215,0.079273164,0.78634125,0.54690677,false,1.8648653,3.341217,0.35820895,0.64179105,percent,0,1342,1763,0.100236505,-0.9663577,-0.5181917,false,1.8286458,2.723515,0.4017094,0.5982906,percent,0,1092,0.08170545,1.2305887,0.6729508,false,2.6719263,3.7174628,0.4181818,0.58181816,percent,0,1295,0.11152388,0.47508684,0.17780687,false,3.374665,3.64619,0.48066297,0.519337,percent,0,1482,0.1093857,0.16005655,0.04742887,false,3.142694,4.1514597,0.43085107,0.5691489,percent,0,3151,0.124543786,1.0356694,0.3295483,false,3.6442564,5.0011597,0.42152467,0.5784753,percent,0,1966,0.15003479,-1.4455442,-0.39666373,false,3.4907951,4.111381,0.45918366,0.5408163,percent,0,1857,0.123341426,5.2527995,1.5047573,19.953985,N/A,6552,N/A,N/A,N/A,5039,N/A,N/A,1950,1341,1763,1685,N/A,3354,2153,2060,4493,4898,6084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6084,N/A,N/A,N/A,1919,5756,N/A,N/A,N/A,N/A,5320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4977,N/A,N/A,N/A,N/A,N/A,1201,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,4,0.0,4,false,1.5340909,1.4659091,0.5113636,0.48863637,,2496,3,1264,3386,0.04397727,0.67184216,0.43794155,false,1.534335,2.3526468,0.39473686,0.6052631,percent,0,1950,0.0705794,-0.06870286,-0.044776965,false,0.64839566,3.2419782,0.16666667,0.8333334,percent,0,1185,N/A,0.09725934,0.35461196,0.54690677,false,4.08513,0.37447023,0.9160305,0.08396946,percent,0,1123,1404,0.0112341065,-2.1168807,-0.5181917,false,2.1056051,0.7131889,0.74698794,0.25301206,percent,0,1528,0.021395667,1.4169687,0.6729508,false,1.6318648,3.2297323,0.33566433,0.66433567,percent,0,1092,0.09689197,0.29015678,0.17780687,false,0.9530913,4.32295,0.18064517,0.8193549,percent,0,998,0.12968849,0.045204043,0.04742887,false,2.180809,3.2712135,0.4,0.6,percent,0,1108,0.0981364,0.71868193,0.3295483,false,6.3673654,0.034050465,0.99468076,0.0053192084,percent,0,983,0.001021514,-2.525703,-0.39666373,false,4.249516,0.06799221,0.984252,0.01574802,percent,0,1108,0.0020397662,6.3944902,1.5047573,19.20586,1997,6412,N/A,N/A,N/A,6880,N/A,N/A,N/A,2542,4384,5554,N/A,4696,4399,6771,N/A,6427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5803,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2933,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
10,0,0,5,0.0,5,false,1.5,1.5,0.5,0.5,,N/A,1,4102,5803,0.044999998,0.6569123,0.43794155,false,1.9346356,1.9346356,0.5,0.5,percent,0,1045,0.05803907,-0.08662711,-0.044776965,false,2.3123577,1.5302365,0.6017699,0.39823005,percent,0,1248,4727,0.045907095,1.264644,0.54690677,false,3.89627,1.6753962,0.6993007,0.30069932,percent,0,951,5772,0.050261885,-2.0190148,-0.5181917,false,3.2292292,0.817034,0.7980769,0.2019231,percent,0,1123,0.024511019,2.1731124,0.6729508,false,5.7366996,1.434175,0.8,0.20000002,percent,0,952,0.043025248,1.0200245,0.17780687,false,6.6641846,1.6660461,0.8,0.2,percent,0,1248,0.04998138,0.31607473,0.04742887,false,7.810198,0.8937044,0.8973214,0.10267859,percent,0,1107,0.026811132,2.5738375,0.3295483,false,11.157334,0.62201214,0.9471947,0.05280532,percent,0,1404,0.018660363,-4.4257097,-0.39666373,false,4.072325,4.072325,0.5,0.5,percent,0,2199,0.122169755,6.127861,1.5047573,22.532421,5023,7628,N/A,N/A,N/A,7035,N/A,N/A,N/A,2933,N/A,5336,N/A,3869,N/A,6848,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
